ID,PAGE,TYPE,ITALIAN,MALAY,NIAS,TOBA_BATAK,ENGGANO,MALAY_1,NIAS_1,TOBA_BATAK_1,ENGGANO_1,NIAS_1_rm,TOBA_BATAK_1_sem,TOBA_BATAK_1_rm,ENGGANO_1_sem,ENGGANO_1_rm,REMARK,TOBA_BATAK_SOURCE,nias_TOKEN,nias_TRANSLITERATED,nias_COMMON,toba_batak_TOKEN,toba_batak_TRANSLITERATED,toba_batak_COMMON,ENO_TOKEN,ENO_TRANSLITERATED,ENO_COMMON
167,269,word,Cocco (Noce di),Búa clapá,Bánio,Migior,Huapò,Búa clapá,Bánio,Migior,Huapò,,,,,,,,b á n i o,b a n i o,banio,m i gi o r,m i c o r,micor,h u a p ò,h u a p O,huapO
168,269,word,Coccodrillo,Buwaia,Buáia,Buwaia,Cohoóca,Buwaia,Buáia,Buwaia,Cohoóca,,,,,,,,b u á i a,b u a i a,buaia,b u w ai a,b u w a:i a,buwa:ia,c o h o ó c a,k o h o o k a,kohooka
169,269,word,Coda,Ecor,Io,Ihur,Iidia,Ecor,Io,Ihur,Iidia,,,,,,,,i o,i o,io,i h u r,i x u r,ixur,i i d i a,i i d i a,iidia
170,269,word,Collera,Mará,F<i>o</i>nu,Giechel,Pahuna chideidia,Mará,Fonu,Giechel,Pahuna chideidia,,,,,,,,f o n u,f o n u,fonu,gi e ch e l,c e k e l,cekel,p a h u n a # ch i d ei d i a,p a h u n a # k i d e:i d i a,pahuna kide:idia
171,269,word,Collera,Mará,F<i>o</i>nu,Pusu,Pahuna chideidia,Mará,Fonu,Pusu,Pahuna chideidia,,,,,,,,f o n u,f o n u,fonu,p u s u,p u s u,pusu,p a h u n a # ch i d ei d i a,p a h u n a # k i d e:i d i a,pahuna kide:idia
172,269,word,Collo,Leher,Baghi,Ruccung,Eiú,Leher,Baghi,Ruccung,Eiú,,,,,,,,b a g h i,b a j h i,bajhi,r u cc u n g,r u k u n j,rukunj,ei ú,e:i u,e:iu
173,269,word,Collo,Leher,Baghi,Ruccung,Ehanua,Leher,Baghi,Ruccung,Ehanua,,,,,,,,b a g h i,b a j h i,bajhi,r u cc u n g,r u k u n j,rukunj,e h a n u a,e h a n u a,ehanua
174,269,word,Coltello,Pisò,Ballatu,Raut,Epèiti,Pisò,Ballatu,Raut,Epèiti,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r au t,r a:u t,ra:ut,e p è i t i,e p E i t i,epEiti
175,269,word,Coltello,Pisò,Ballatu,Raut,Eao,Pisò,Ballatu,Raut,Eao,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r au t,r a:u t,ra:ut,e ao,e a:o,ea:o
176,269,word,Coltello,Pisò,Ballatu,Raut,Eachiebara,Pisò,Ballatu,Raut,Eachiebara,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r au t,r a:u t,ra:ut,e a ch i e b a r a,e a k i e b a r a,eakiebara
177,269,word,Coltello,Pisò,Ballatu,Rahi,Epèiti,Pisò,Ballatu,Rahi,Epèiti,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r a h i,r a h i,rahi,e p è i t i,e p E i t i,epEiti
178,269,word,Coltello,Pisò,Ballatu,Rahi,Eao,Pisò,Ballatu,Rahi,Eao,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r a h i,r a h i,rahi,e ao,e a:o,ea:o
179,269,word,Coltello,Pisò,Ballatu,Rahi,Eachiebara,Pisò,Ballatu,Rahi,Eachiebara,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r a h i,r a h i,rahi,e a ch i e b a r a,e a k i e b a r a,eakiebara
180,269,word,Coltello,Pará<i>ng</i>,Ballatu,Raut,Epèiti,Paráng,Ballatu,Raut,Epèiti,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r au t,r a:u t,ra:ut,e p è i t i,e p E i t i,epEiti
181,269,word,Coltello,Pará<i>ng</i>,Ballatu,Raut,Eao,Paráng,Ballatu,Raut,Eao,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r au t,r a:u t,ra:ut,e ao,e a:o,ea:o
182,269,word,Coltello,Pará<i>ng</i>,Ballatu,Raut,Eachiebara,Paráng,Ballatu,Raut,Eachiebara,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r au t,r a:u t,ra:ut,e a ch i e b a r a,e a k i e b a r a,eakiebara
183,269,word,Coltello,Pará<i>ng</i>,Ballatu,Rahi,Epèiti,Paráng,Ballatu,Rahi,Epèiti,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r a h i,r a h i,rahi,e p è i t i,e p E i t i,epEiti
184,269,word,Coltello,Pará<i>ng</i>,Ballatu,Rahi,Eao,Paráng,Ballatu,Rahi,Eao,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r a h i,r a h i,rahi,e ao,e a:o,ea:o
185,269,word,Coltello,Pará<i>ng</i>,Ballatu,Rahi,Eachiebara,Paráng,Ballatu,Rahi,Eachiebara,,,,,,,,b a l l a t u,b a l l a t u,ballatu,r a h i,r a h i,rahi,e a ch i e b a r a,e a k i e b a r a,eakiebara
186,269,word,Comando,Pasán,Oroisa,Mandoccon,Chihíua Comaná,Pasán,Oroisa,Mandoccon,Chihíua Comaná,,,,,,,,o r o i s a,o r o i s a,oroisa,m a n d o cc o n,m a n d o k o n,mandokon,ch i h í u a # c o m a n á,k i x i u a # k o m a n a,kixiua komana
187,270,word,Combattimento,Lawan,Falelé,Gora,Bapuru chia,Lawan,Falelé,Gora,Bapuru chia,,,,,,,,f a l e l é,f a l e l e,falele,g o r a,j o r a,jora,b a p u r u # ch i a,b a p u r u # k i a,bapuru kia
188,270,word,Come si ohiama ?,Apa namá,Hadia doi da,Aha nia gowarna,Eia heniène,Apa namá,Hadia doi da,Aha nia gowarna,Eia heniène,,,,,,,,h a d i a # d o i # d a,h a d i a # d o i # d a,hadia doi da,a h a # n i a # g o w a r n a,a h a # n i a # j o w a r n a,aha nia jowarna,ei a # h e n i è n e,e:i a # h e n i E n e,e:ia heniEne
189,270,word,Comniciare,Mulai,Mam<i>o</i>r<i>o</i>taig<i>o</i>,Hian,Apari echia,Mulai,Mamorotaigo,Hian,Apari echia,,,,,,,,m a m o r o t ai g o,m a m o r o t a:i j o,mamorota:ijo,h i a n,h i a n,hian,a p a r i # e ch i a,a p a r i # e k i a,apari ekia
190,270,word,Compassione,Cassián,Ebúa d<i>o</i>d<i>o</i>,Hassian,Pachinunái,Cassián,Ebúa dodo,Hassian,Pachinunái,,,,,,,,e b ú a # d o d o,e b u a # d o d o,ebua dodo,h a s s i a n,h a s s i a n,hassian,p a ch i n u n á i,p a k i n u n a i,pakinunai
191,270,word,Comprare,Blí,Mow<i>o</i>li,Manuhor,Èoli,Blí,Mowoli,Manuhor,Èoli,,,,,,,,m o w o l i,m o w o l i,mowoli,m a n u h o r,m a n u h o r,manuhor,è o l i,E o l i,Eoli
192,270,word,Conficcare,Memasáng,Faho,Pagò,Bacòia poco,Memasáng,Faho,Pagò,Bacòia poco,,,,,,,,f a h o,f a h o,faho,p a g ò,p a j O,pajO,b a c òi a # p o c o,b a k o:i a # p o k o,bako:ia poko
193,270,word,Congiungersi carnalmente,Sa tubuh,Faihi,,Pahorai,Sa tubuh,Faihi,,Pahorai,,,,,,,,f ai h i,f a:i x i,fa:ixi,,⁇,⁇,p a h o r ai,p a h o r a:i,pahora:i
194,270,word,Conterie,Rupa rupa catcia,Mani²,Si mata,Lole²,Rupa rupa catcia,Mani²,Si mata,Lole²,,,,,,,,m a n i ²,m a n i ²,mani²,s i # m a t a,s i # m a t a,si mata,l o l e ²,l o l e ²,lole²
195,270,word,Coraggioso,Brani,Amui,Ma begu,Chèoba mahò,Brani,Amui,Ma begu,Chèoba mahò,,,,,,,J. S. A. Van Dissel,a m u i,a m u i,amui,m a # b e g u,m a # b e j u,ma beju,ch è o b a # m a h ò,k E o b a # m a h O,kEoba mahO
196,270,word,Corda,Tali,Sináli,Riman,Bahoio,Tali,Sináli,Riman,Bahoio,,,,,,,J. S. A. Van Dissel,s i n á l i,s i n a l i,sinali,r i m a n,r i m a n,riman,b a h o i o,b a h o i o,bahoio
197,270,word,Corda,Tali,Sináli,Holting *,Bahoio,Tali,Sináli,Holting *,Bahoio,,,,,,,J. S. A. Van Dissel,s i n á l i,s i n a l i,sinali,h o l t i n g # *,h o l t i n j # *,holtinj *,b a h o i o,b a h o i o,bahoio
198,270,word,Corrente,Harus,Undro nidano,Su<i>ng</i>e,Ebò chèoba elà eodia,Harus,Undro nidano,Sunge,Ebò chèoba elà eodia,,,,,,,,u n d r o # n i d a n o,u n d r o # n i d a n o,undro nidano,s u n g e,s u n j e,sunje,e b ò # ch è o b a # e l à # e o d i a,e b O # k E o b a # e l a # e o d i a,ebO kEoba ela eodia
199,270,word,Corrente,Harus,Undro nidano,Aec,Ebò chèoba elà eodia,Harus,Undro nidano,Aec,Ebò chèoba elà eodia,,,,,,,,u n d r o # n i d a n o,u n d r o # n i d a n o,undro nidano,ae c,a:e k,a:ek,e b ò # ch è o b a # e l à # e o d i a,e b O # k E o b a # e l a # e o d i a,ebO kEoba ela eodia
200,270,word,Cosa è questo ?,Apa itu,,Aha ma on,Eiah enione,Apa itu,,Aha ma on,Eiah enione,,,,,,,J. S. A. Van Dissel,,⁇,⁇,a h a # m a # o n,a h a # m a # o n,aha ma on,ei a h # e n i o n e,e:i a h # e n i o n e,e:iah enione
201,270,word,Coscia,Paho,,Hae hae,Eapalà,Paho,,Hae hae,Eapalà,,,,,,,J. S. A. Van Dissel,,⁇,⁇,h ae # h ae,h a:e # h a:e,ha:e ha:e,e a p a l à,e a p a l a,eapala
202,270,word,Così,Bighítu,Man<i>o</i>,Boti,Enoaha,Bighítu,Mano,Boti,Enoaha,,,,,,,J. S. A. Van Dissel,m a n o,m a n o,mano,b o t i,b o t i,boti,e n o a h a,e n o a h a,enoaha
203,270,word,Cranio,Batú capála,Binu,,Eae euluca,Batú capála,Binu,,Eae euluca,,,,,,,,b i n u,b i n u,binu,,⁇,⁇,e ae # e u l u c a,e a:e # e u l u k a,ea:e euluka
204,270,word,Cranio,Batú capála,Wole²,,Eae euluca,Batú capála,Wole²,,Eae euluca,,,,,,,,w o l e ²,w o l e ²,wole²,,⁇,⁇,e ae # e u l u c a,e a:e # e u l u k a,ea:e euluka
205,270,word,Crudo,Blon massác,Sataha,Sowada masac,Chibaca,Blon massác,Sataha,Sowada masac,Chibaca,,,,,,,,s a t a h a,s a t a h a,sataha,s o w a d a # m a s a c,s o w a d a # m a s a k,sowada masak,ch i b a c a,k i b a k a,kibaka
206,270,word,Cucinare,Massác,Fondrino,Marmasah,Manaco,Massác,Fondrino,Marmasah,Manaco,,,,,,,,f o n d r i n o,f o n d r i n o,fondrino,m a r m a s a h,m a r m a s a h,marmasah,m a n a c o,m a n a k o,manako
207,270,word,Cuore,Atí,D<i>o</i>d<i>o</i>,Ati,Echitèi,Atí,Dodo,Ati,Echitèi,,,,,,,,d o d o,d o d o,dodo,a t i,a t i,ati,e ch i t è i,e k i t E i,ekitEi
208,270,word,Dare,Cassi,Mameé,Mangaleion,Peionia,Cassi,Mameé,Mangaleion,Peionia,,,,,,,J. S. A. Van Dissel,m a m e é,m a m e e,mamee,m a n g a l ei o n,m a n j a l e:i o n,manjale:ion,p ei o n i a,p e:i o n i a,pe:ionia
209,270,word,Denti,Gigi,Ifo,Ni<i>ng</i>i,Eauca,Gigi,Ifo,Ningi,Eauca,,,,,,,,i f o,i f o,ifo,n i n gi,n i n c,ninc,e au c a,e a:u k a,ea:uka
210,270,word,Dentro,Di dalam,Si bacha,Bagas,Di poco,Di dalam,Si bacha,Bagas,Di poco,,,,,,,,s i # b a c h a,s i # b a k h a,si bakha,b a g a s,b a j a s,bajas,d i # p o c o,d i # p o k o,di poko
211,270,word,Dietro,Di blacan,Furi,Pudi,Cahapò,Di blacan,Furi,Pudi,Cahapò,,,,,,,J. S. A. Van Dissel,f u r i,f u r i,furi,p u d i,p u d i,pudi,c a h a p ò,k a h a p O,kahapO
212,270,word,Difendere,Melindú<i>ng</i>,Sameèli,Mandugal,Cuhai,Melindúng,Sameèli,Mandugal,Cuhai,,,,,,,J. S. A. Van Dissel,s a m e è l i,s a m e E l i,sameEli,m a n d u g a l,m a n d u j a l,mandujal,c u h ai,k u h a:i,kuha:i
213,270,word,Dimenticare,Lupá,Olifu,Manghalupai,Caabu,Lupá,Olifu,Manghalupai,Caabu,,,,,,,,o l i f u,o l i f u,olifu,m a n g h a l u p ai,m a n j h a l u p a:i,manjhalupa:i,c a a b u,k a a b u,kaabu
214,270,word,Dire,Bilá<i>ng</i>,Imané,Didoc,Pecuaba,Biláng,Imané,Didoc,Pecuaba,,,,,,,,i m a n é,i m a n e,imane,d i d o c,d i d o k,didok,p e c u a b a,p e k u a b a,pekuaba
215,270,word,Di rado,Giará<i>ng</i>,L<i>o</i> asèse,Rac²,,Giaráng,Lo asèse,Rac²,,,,,,,,,l o # a s è s e,l o # a s E s e,lo asEse,r a c ²,r a k ²,rak²,,⁇,⁇
216,270,word,Disputa,Bantah,Fasondrata,Bada,Chèoba nene igidia,Bantah,Fasondrata,Bada,Chèoba nene igidia,,,,,,,,f a s o n d r a t a,f a s o n d r a t a,fasondrata,b a d a,b a d a,bada,ch è o b a # n e n e # i gi d i a,k E o b a # n e n e # i c d i a,kEoba nene icdia
217,270,word,Diventare,Mengiadí,Tòla,Gabe,Odohoda,Mengiadí,Tòla,Gabe,Odohoda,,,,,,,J. S. A. Van Dissel,t ò l a,t O l a,tOla,g a b e,j a b e,jabe,o d o h o d a,o d o h o d a,odohoda
218,270,word,Divorziare,Bercerèi,Far<i>o</i>i,Síra<i>ng</i>,Capacoa,Bercerèi,Faroi,Sírang,Capacoa,,,,,,,,f a r o i,f a r o i,faroi,s í r a n g,s i r a n j,siranj,c a p a c o a,k a p a k o a,kapakoa
219,270,word,Dolce (sapore),Manis,Ami,,Camoni,Manis,Ami,,Camoni,,,,,,,,a m i,a m i,ami,,⁇,⁇,c a m o n i,k a m o n i,kamoni
220,270,word,Domandare,Tágnia,Fanaha,Mahusò,Peeò,Tágnia,Fanaha,Mahusò,Peeò,,,,,,,,f a n a h a,f a n a h a,fanaha,m a h u s ò,m a h u s O,mahusO,p e e ò,p e e O,peeO
221,270,word,Domandare,Minta,Fanaha,Mahusò,Peeò,Minta,Fanaha,Mahusò,Peeò,,,,,,,,f a n a h a,f a n a h a,fanaha,m a h u s ò,m a h u s O,mahusO,p e e ò,p e e O,peeO
222,270,word,Domani,Besòc,Maemòlu,Tòrang ni arima,Naomana,Besòc,Maemòlu,Tòrang ni arima,Naomana,,,,,,,J. S. A. Van Dissel,m ae m ò l u,m a:e m O l u,ma:emOlu,t ò r a n g # n i # a r i m a,t O r a n j # n i # a r i m a,tOranj ni arima,n ao m a n a,n a:o m a n a,na:omana
223,270,word,Donna,Parampuán,Alave,Potòsi,Cahoda,Parampuán,Alave,Potòsi,Cahoda,,,,,,,,a l a v e,a l a v e,alave,p o t ò s i,p o t O s i,potOsi,c a h o d a,k a h o d a,kahoda
224,270,word,Dopo,Abís,Dania,Nu<i>ng</i> i,Naapé,Abís,Dania,Nung i,Naapé,,,,,,,,d a n i a,d a n i a,dania,n u n g # i,n u n j # i,nunj i,n a a p é,n a a p e,naape
225,270,word,Dormire,Tídor,M<i>o</i>r<i>o</i>,Módom,Euho,Tídor,Moro,Módom,Euho,,,,,,,,m o r o,m o r o,moro,m ó d o m,m o d o m,modom,e u h o,e u h o,euho
226,270,word,Dormire,Tídor,M<i>o</i>r<i>o</i>,Módom,Cauho,Tídor,Moro,Módom,Cauho,,,,,,,,m o r o,m o r o,moro,m ó d o m,m o d o m,modom,c au h o,k a:u h o,ka:uho
227,270,word,Dormire,Tídor,M<i>o</i>r<i>o</i>,Módom,Bauho,Tídor,Moro,Módom,Bauho,,,,,,,,m o r o,m o r o,moro,m ó d o m,m o d o m,modom,b au h o,b a:u h o,ba:uho
228,270,word,Dorso,Bláca<i>ng</i>,Hulu,,Cahapò,Blácang,Hulu,,Cahapò,,,,,,,,h u l u,h u l u,hulu,,⁇,⁇,c a h a p ò,k a h a p O,kahapO
229,270,word,Dove ?,Di mana,Heza,Di diia,Gno ò,Di mana,Heza,Di diia,Gno ò,,,,,,,,h e z a,h e z a,heza,d i # d i i a,d i # d i i a,di diia,gn o # ò,ñ o # O,ño O
230,271,word,Egli ; Ella,Dia,Ia,Ibana,Chia,Dia,Ia,Ibana,Chia,,,,,,,,i a,i a,ia,i b a n a,i b a n a,ibana,ch i a,k i a,kia
231,271,word,Egli ; Ella,Dia,Andr<i>o</i>,Ibana,Chia,Dia,Andro,Ibana,Chia,,,,,,,,a n d r o,a n d r o,andro,i b a n a,i b a n a,ibana,ch i a,k i a,kia
232,271,word,Entrare,Massòc,Famègo,Bonhòt,Cahepaco,Massòc,Famègo,Bonhòt,Cahepaco,,,,,,,J. S. A. Van Dissel,f a m è g o,f a m E j o,famEjo,b o n h ò t,b o n h O t,bonhOt,c a h e p a c o,k a h e p a k o,kahepako
233,271,word,Erba,Rumpút,Duu,Duhút,Pucuma,Rumpút,Duu,Duhút,Pucuma,,,,,,,J. S. A. Van Dissel,d u u,d u u,duu,d u h ú t,d u h u t,duhut,p u c u m a,p u k u m a,pukuma
234,271,word,Ereditare,Mendapát pusáca,Manema gondròita,Mangumèi,Mai,Mendapát pusáca,Manema gondròita,Mangumèi,Mai,,,,,,,J. S. A. Van Dissel,m a n e m a # g o n d r òi t a,m a n e m a # j o n d r o:i t a,manema jondro:ita,m a n g u m è i,m a n j u m E i,manjumEi,m ai,m a:i,ma:i
235,271,word,Essere,Ada,So,Adòng,Chichia,Ada,So,Adòng,Chichia,,,,,,,,s o,s o,so,a d ò n g,a d O n j,adOnj,ch i ch i a,k i k i a,kikia
236,271,word,Essere ammalato,Suda sacchè,Mof<i>o</i>ch<i>o</i>,Sahít,Capucho,Suda sacchè,Mofocho,Sahít,Capucho,,,,,,,J. S. A. Van Dissel,m o f o c h o,m o f o k h o,mofokho,s a h í t,s a h i t,sahit,c a p u c h o,k a p u k h o,kapukho
237,271,word,Estinguere (del fuoco),Matí api,Bunú alito,Mintòp,Dipuru,Matí api,Bunú alito,Mintòp,Dipuru,,,,,,,J. S. A. Van Dissel,b u n ú # a l i t o,b u n u # a l i t o,bunu alito,m i n t ò p,m i n t O p,mintOp,d i p u r u,d i p u r u,dipuru
238,271,word,Faccia,Muccá,Bava,Bohi,Baca,Muccá,Bava,Bohi,Baca,,,,,,,J. S. A. Van Dissel,b a v a,b a v a,bava,b o h i,b o h i,bohi,b a c a,b a k a,baka
239,271,word,Fame,Lèpar,Olofo,Rapar,Coignò,Lèpar,Olofo,Rapar,Coignò,,,,,,,,o l o f o,o l o f o,olofo,r a p a r,r a p a r,rapar,c o i gn ò,k o i ñ O,koiñO
240,271,word,Fanciullo,Anac,Ono,Anac,Ara,Anac,Ono,Anac,Ara,,,,,,,J. S. A. Van Dissel,o n o,o n o,ono,a n a c,a n a k,anak,a r a,a r a,ara
241,271,word,Fanciullo,Anac,Ono,Doli,Ara,Anac,Ono,Doli,Ara,,,,,,,J. S. A. Van Dissel,o n o,o n o,ono,d o l i,d o l i,doli,a r a,a r a,ara
242,271,word,Fango,Lumpúr,Tai,,Canenonèno,Lumpúr,Tai,,Canenonèno,,,,,,,,t ai,t a:i,ta:i,,⁇,⁇,c a n e n o n è n o,k a n e n o n E n o,kanenonEno
243,271,word,Fare,Bichín,Mamaz<i>o</i>chi,Mangiadihón,Pari,Bichín,Mamazochi,Mangiadihón,Pari,,,,,,,J. S. A. Van Dissel,m a m a z o ch i,m a m a z o k i,mamazoki,m a n gi a d i h ó n,m a n c a d i x o n,mancadixon,p a r i,p a r i,pari
244,271,word,Fastidi,Susa,,,,Susa,,,,,,,,,,,,⁇,⁇,,⁇,⁇,,⁇,⁇
245,271,word,Febbre,Demom,Ach<i>o</i>m<i>o</i>,Arun,Iadòho (?),Demom,Achomo,Arun,Iadòho (?),,,,,,,J. S. A. Van Dissel,a c h o m o,a k h o m o,akhomo,a r u n,a r u n,arun,i a d ò h o # ( ? ),i a d O h o # ( ? ),iadOho (?)
246,271,word,Felice,Enac,Casana,Tuwa,Caúa,Enac,Casana,Tuwa,Caúa,,,,,,,,c a s a n a,k a s a n a,kasana,t u w a,t u w a,tuwa,c aú a,k a:u a,ka:ua
247,271,word,Ferire,Melucacán,Maf<i>o</i>ch<i>o</i>,Mamugadi,Capacahale,Melucacán,Mafocho,Mamugadi,Capacahale,,,,,,,,m a f o c h o,m a f o k h o,mafokho,m a m u g a d i,m a m u j a d i,mamujadi,c a p a c a h a l e,k a p a k a h a l e,kapakahale
248,271,word,Ferita,Lucá,Socho,Bugáng,Mehecu,Lucá,Socho,Bugáng,Mehecu,,,,,,,,s o c h o,s o k h o,sokho,b u g á n g,b u j a n j,bujanj,m e h e c u,m e h e k u,meheku
249,271,word,Fermarsi,Brenti,Mamato,Matsohòt,,Brenti,Mamato,Matsohòt,,,,,,,,,m a m a t o,m a m a t o,mamato,m a t s o h ò t,m a t s o h O t,matsohOt,,⁇,⁇
250,271,word,Ferma ǃ,Diám,Tráfa,Maradían,Iapé,Diám,Tráfa,Maradían,Iapé,,,,,,,,t r á f a,t r a f a,trafa,m a r a d í a n,m a r a d i a n,maradian,i a p é,i a p e,iape
251,271,word,Ferro,Bessí,Siòli,Bòsi,Epacamai,Bessí,Siòli,Bòsi,Epacamai,,,,,,,,s i ò l i,s i O l i,siOli,b ò s i,b O s i,bOsi,e p a c a m ai,e p a k a m a:i,epakama:i
252,271,word,Ferro arrugginito,Bessí carat,Siòli sohòwu,Fasic,Epacamai mòco ecai,Bessí carat,Siòli sohòwu,Fasic,Epacamai mòco ecai,,,,,,,,s i ò l i # s o h ò w u,s i O l i # s o h O w u,siOli sohOwu,f a s i c,f a s i k,fasik,e p a c a m ai # m ò c o # e c ai,e p a k a m a:i # m O k o # e k a:i,epakama:i mOko eka:i
253,271,word,Fiamma,Niala,Hohahòla,Gorgòr,Carahu,Niala,Hohahòla,Gorgòr,Carahu,,,,,,,,h o h a h ò l a,h o h a h O l a,hohahOla,g o r g ò r,j o r j O r,jorjOr,c a r a h u,k a r a h u,karahu
254,271,word,Figlio,Anac,Ono,Anac,Ara,Anac,Ono,Anac,Ara,,,,,,,,o n o,o n o,ono,a n a c,a n a k,anak,a r a,a r a,ara
255,271,word,Fiore,Cumbá<i>ng</i>,Bowo,Bu<i>ng</i>a,Epòi,Cumbáng,Bowo,Bunga,Epòi,,,,,,,,b o w o,b o w o,bowo,b u n g a,b u n j a,bunja,e p òi,e p o:i,epo:i
256,271,word,Flusso,Aier pasá<i>ng</i>,Ebu lowo,Pasá<i>ng</i>,"Caachihi èue<sem=""marea bassa"">",Aier pasáng,Ebu lowo,Pasáng,Caachihi èue,,,,marea bassa,,,J. S. A. Van Dissel,e b u # l o w o,e b u # l o w o,ebu lowo,p a s á n g,p a s a n j,pasanj,c a a ch i h i # è u e,k a a k i x i # E u e,kaakixi Eue
257,271,word,Flusso,Aier pasá<i>ng</i>,Ebu lowo,Pasá<i>ng</i>,"Cacahoda èue<sem=""marea alta"">",Aier pasáng,Ebu lowo,Pasáng,Cacahoda èue,,,,marea alta,,,J. S. A. Van Dissel,e b u # l o w o,e b u # l o w o,ebu lowo,p a s á n g,p a s a n j,pasanj,c a c a h o d a # è u e,k a k a h o d a # E u e,kakahoda Eue
258,271,word,Foce,Mulút sungèi,Luaha,Muwara,Eca belowa,Mulút sungèi,Luaha,Muwara,Eca belowa,,,,,,,J. S. A. Van Dissel,l u a h a,l u a h a,luaha,m u w a r a,m u w a r a,muwara,e c a # b e l o w a,e k a # b e l o w a,eka belowa
259,271,word,Focolare,Dápur,Auri,,Epò,Dápur,Auri,,Epò,,,,,,,,au r i,a:u r i,a:uri,,⁇,⁇,e p ò,e p O,epO
260,271,word,Foresta,Rimbu,Atúa,Hara<i>ng</i>an,Iacuè,Rimbu,Atúa,Harangan,Iacuè,,,,,,,,a t ú a,a t u a,atua,h a r a n g a n,h a r a n j a n,haranjan,i a c u è,i a k u E,iakuE
261,271,word,Forse,Brancalí,Taila,Ra,Uachíua,Brancalí,Taila,Ra,Uachíua,,,,,,,,t ai l a,t a:i l a,ta:ila,r a,r a,ra,u a ch í u a,u a k i u a,uakiua
262,271,word,Forse,Brancalí,Taila,Atic,Uachíua,Brancalí,Taila,Atic,Uachíua,,,,,,,,t ai l a,t a:i l a,ta:ila,a t i c,a t i k,atik,u a ch í u a,u a k i u a,uakiua
263,271,word,Forte,Cuát,Ab<i>o</i>l<i>o</i>b<i>o</i>l<i>o</i>,Agasan,Eeò,Cuát,Abolobolo,Agasan,Eeò,,,,,,,,a b o l o b o l o,a b o l o b o l o,abolobolo,a g a s a n,a j a s a n,ajasan,e e ò,e e O,eeO
264,271,word,Forte,Cuát,Ab<i>o</i>l<i>o</i>b<i>o</i>l<i>o</i>,Gogo,Eeò,Cuát,Abolobolo,Gogo,Eeò,,,,,,,,a b o l o b o l o,a b o l o b o l o,abolobolo,g o g o,j o j o,jojo,e e ò,e e O,eeO
265,271,word,Fratello,Sudárat,Talifusso,Iboto,Eaha,Sudárat,Talifusso,Iboto,Eaha,,,,,,,,t a l i f u s s o,t a l i f u s s o,talifusso,i b o t o,i b o t o,iboto,e a h a,e a h a,eaha
266,271,word,Fratello,Sudárat,Talifusso,"Haha<sem=""maggiore"">",Eaha,Sudárat,Talifusso,Haha,Eaha,,maggiore,,,,,,t a l i f u s s o,t a l i f u s s o,talifusso,h a h a,h a h a,haha,e a h a,e a h a,eaha
267,271,word,Fratello,Sudárat,Talifusso,"A<i>ng</i>ghi<sem=""minore"">",Eaha,Sudárat,Talifusso,Angghi,Eaha,,minore,,,,,,t a l i f u s s o,t a l i f u s s o,talifusso,a n g g h i,a n j j h i,anjjhi,e a h a,e a h a,eaha
268,271,word,Freccia,Anac pana,,"Naccat<rm=""del sumpitan"">",,Anac pana,,Naccat,,,,del sumpitan,,,,,,⁇,⁇,n a cc a t,n a k a t,nakat,,⁇,⁇
269,271,word,Freddo,Digním,Oafu,Ngali,Eòho,Digním,Oafu,Ngali,Eòho,,,,,,,J. S. A. Van Dissel,o a f u,o a f u,oafu,n g a l i,n j a l i,njali,e ò h o,e O h o,eOho
270,272,word,Fronte,Dahi,Angango,Par dompác an,Ecu,Dahi,Angango,Par dompác an,Ecu,,,,,,,J. S. A. Van Dissel,a n g a n g o,a n j a n j o,anjanjo,p a r # d o m p á c # a n,p a r # d o m p a k # a n,par dompak an,e c u,e k u,eku
271,272,word,Frutti,Buá,Bua,Parbuwe,Hua,Buá,Bua,Parbuwe,Hua,,,,,,,J. S. A. Van Dissel,b u a,b u a,bua,p a r b u w e,p a r b u w e,parbuwe,h u a,h u a,hua
272,272,word,Fumare,Minúm timbaco,Ma<i>ng</i>a ròco,Manhisáp,Meno timbaho,Minúm timbaco,Manga ròco,Manhisáp,Meno timbaho,,,,,,,,m a n g a # r ò c o,m a n j a # r O k o,manja rOko,m a n h i s á p,m a n h i s a p,manhisap,m e n o # t i m b a h o,m e n o # t i m b a h o,meno timbaho
273,272,word,Fumo,Asap,,Timús,,Asap,,Timús,,,,,,,,,,⁇,⁇,t i m ú s,t i m u s,timus,,⁇,⁇
274,272,word,Fuoco,Apí,Alito,Apí,Eòbi,Apí,Alito,Apí,Eòbi,,,,,,,,a l i t o,a l i t o,alito,a p í,a p i,api,e ò b i,e O b i,eObi
275,272,word,Gallina,Aiám,Manu,Mánuc,Chedòbu,Aiám,Manu,Mánuc,Chedòbu,,,,,,,,m a n u,m a n u,manu,m á n u c,m a n u k,manuk,ch e d ò b u,k e d O b u,kedObu
